Symbol,Name,Exchange,Last,Industry,SIC Description,Time
NPO,Enpro Industries,NYSE,95.3,Machinery - General Industrial,"SIC-3050 Gaskets, Package & Sealing Devices & Rubber",4/28/2022
NET,Cloudflare Inc Cl A,NYSE,95.25,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
TSM,Taiwan Semiconductor ADR,NYSE,95.22,Semi Fab Foundries,SIC-3674 Semiconductors & Related Devices,4/28/2022
IPGP,Ipg Photonics Corp,NASDAQ,95.14,Lasers - Systems & Components,SIC-3674 Semiconductors & Related Devices,4/28/2022
NXRT,Nexpoint Residential Trust Inc,NYSE,95,REIT - Equity Trust Resident,SIC-6798 Real Estate Investment Trusts,4/28/2022
BOOT,Boot Barn Holdings Inc,NYSE,94.44,Retail - Apparel & Shoes,SIC-5661 Retail-Shoe Stores,4/28/2022
WELL,Welltower Inc,NYSE,94.44,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts,4/28/2022
OSK,Oshkosh Truck Corp,NYSE,94.09,Auto - Truck Original Parts,SIC-3711 Motor Vehicles & Passenger Car Bodies,4/28/2022
IMKTA,Ingles Markets Inc,NASDAQ,94.05,Retail - Supermarket,SIC-5411 Retail-Grocery Stores,4/28/2022
OXM,Oxford Industries,NYSE,93.92,Textile - Apparel,"SIC-2320 Mens & Boys Furnishings, Work Clothg, & Alli",4/28/2022
MGPI,MGP Ingredients Inc,NASDAQ,93.85,Food - Misc & Diversified,"SIC-5180 Wholesale-Beer, Wine & Distilled Alcoholic B",4/28/2022
CERN,Cerner Corp,NASDAQ,93.79,Medical Information Systems,SIC-7373 Services-Computer Integrated Systems Design,4/28/2022
WAB,Wabtec Corp,NYSE,93.64,Transportation - Equip & Lease,SIC-3743 Railroad Equipment,4/28/2022
BBY,Best Buy Company,NYSE,93.58,Retail - Consumer Electronics,"SIC-5731 Retail-Radio, Tv & Consumer Electronics Stor",4/28/2022
UMBF,Ump Financial Corp,NASDAQ,93.56,Banks - Midwest,SIC-6021 National Commercial Banks,4/28/2022
LGND,Ligand Pharm,NASDAQ,93.4,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations,4/28/2022
MAN,Manpower Inc,NYSE,93.07,Staffing,SIC-7363 Services-Help Supply Services,4/28/2022
TNET,Trinet Group Inc,NYSE,92.65,Outsourcing,"SIC-7389 Services-Business Services, NEC",4/28/2022
ADM,Archer Daniels Midland,NYSE,92.51,Agriculture Operations,SIC-2070 Fats & Oils,4/28/2022
DUOL,Duolingo Inc Cl A,NASDAQ,92.33,Technology Services,SIC-7372 Services-Prepackaged Software,4/28/2022
EMR,Emerson Electric Company,NYSE,92.31,Machinery - Electrical,SIC-3600 Electronic & Other Electrical Equipment (No,4/28/2022
PYPL,Paypal Holdings,NASDAQ,92.09,Internet - Software,"SIC-7389 Services-Business Services, NEC",4/28/2022
PZZA,Papa John's Intl,NASDAQ,92.04,Retail - Restaurants,SIC-5812 Retail-Eating Places,4/28/2022
OC,Owens Corning Inc,NYSE,91.96,Building & Construction - Misc,"SIC-3290 Abrasive, Asbestos & Misc Non-metallic Miner",4/28/2022
IX,Orix Corp ADR,NYSE,91.83,Finance - Misc Services,SIC-6159 Miscellaneous Business Credit Institution,4/28/2022
NBIX,Neurocrine Bioscienc,NASDAQ,91.68,Medical - Drugs,"SIC-2836 Biological Products, (No Disgnostic Substanc",4/28/2022
ROKU,Roku Inc,NASDAQ,91.63,Broadcast - Radio & TV,SIC-4841 Cable & Other Pay Television Services,4/28/2022
NTES,Netease Inc ADR,NASDAQ,91.29,Internet Software Services,SIC-7372 Services-Prepackaged Software,4/28/2022
BABA,Alibaba Group Holding ADR,NYSE,90.91,Internet Commerce,"SIC-7389 Services-Business Services, NEC",4/28/2022
ZD,Ziff Davis Inc,NASDAQ,90.89,Internet - Software,SIC-4822 Telegraph & Other Message Communications,4/28/2022
TRU,Transunion,NYSE,90.89,Business Information,"SIC-7320 Services-Consumer Credit Reporting, Collecti",4/28/2022
WH,Wyndham Hotels & Resorts Inc,NYSE,90.71,Hotels & Motels,SIC-7011 Hotels & Motels,4/28/2022
RYAAY,Ryanair Hlds Plc ADR,NASDAQ,90.49,Transportation - Airline,"SIC-4512 Air Transportation, Scheduled",4/28/2022
HAS,Hasbro Inc,NASDAQ,90.46,Toys & Game & Hobby,,4/28/2022
COUP,Coupa Software Inc,NASDAQ,90.41,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
NVS,Novartis Ag ADR,NYSE,90.22,Large Cap Pharma,SIC-2834 Pharmaceutical Preparations,4/28/2022
ES,Eversource Energy,NYSE,90.2,Utility - Electric Power,SIC-4911 Electric Services,4/28/2022
MSEX,Middlesex Water Company,NASDAQ,90.06,Utility - Water Supply,SIC-4941 Water Supply,4/28/2022
CTLT,Catalent Inc,NYSE,89.9,Medical - Drugs,SIC-2834 Pharmaceutical Preparations,4/28/2022
WTFC,Wintrust Financial Corp,NASDAQ,89.81,Banks - Midwest,SIC-6022 State Commercial Banks,4/28/2022
MPC,Marathon Petroleum Corp,NYSE,89.69,Oil - Refining and Marketing,SIC-2911 Petroleum Refining,4/28/2022
STLD,Steel Dynamics Inc,NASDAQ,89.65,Steel - Producers,"SIC-3312 Steel Works, Blast Furnaces & Rolling Mills",4/28/2022
AMD,Adv Micro Devices,NASDAQ,89.64,Electronics - Semiconductors,SIC-3674 Semiconductors & Related Devices,4/28/2022
GWRE,Guidewire Software Inc,NYSE,89.61,Business Software Services,SIC-7372 Services-Prepackaged Software,4/28/2022
WFG,West Fraser Timber L,NYSE,89.54,Agriculture Products,"SIC-2421 Sawmills & Planting Mills, General",4/28/2022
KMX,Carmax Inc,NYSE,89.1,Retail - Wholesale Auto Parts,SIC-5500 Retail-Auto Dealers & Gasoline Stations,4/28/2022
MATX,Matson Inc,NYSE,88.85,Transportation - Services,SIC-4400 Water Transportation,4/28/2022
MCB,Metropolitan Bank Holding Corp,NYSE,88.72,Banks - Northeast,SIC-6022 State Commercial Banks,4/28/2022
CRI,Carter's Inc,NYSE,88.69,Shoes and Related Apparel,SIC-2300 Apparel & Other Finished Prods of Fabrics &,4/28/2022
MRK,Merck & Company,NYSE,88.58,Large Cap Pharma,SIC-2834 Pharmaceutical Preparations,4/28/2022
SYY,Sysco Corp,NYSE,88.32,Food - Misc & Diversified,SIC-5140 Wholesale-Groceries & Related Products,4/28/2022
SWX,Southwest Gas Corp,NYSE,88.29,Utility - Gas Distribution,SIC-4923 Natural Gas Transmission & Distribution,4/28/2022
COLM,Columbia Sprtswr,NASDAQ,88.26,Textile - Apparel,SIC-2300 Apparel & Other Finished Prods of Fabrics &,4/28/2022
SPB,Spectrum Brands Holdings Inc,NYSE,88.12,Consumer Prdts - Misc Discr,"SIC-3690 Miscellaneous Electrical Machinery, Equipmen",4/28/2022
AWI,Armstrong World Industries Inc,NYSE,87.94,Building & Construction - Misc,"SIC-3089 Plastics Products, NEC",4/28/2022
MNST,Monster Beverage Cp,NASDAQ,87.81,Beverages - Soft,SIC-2086 Bottled & Canned Soft Drinks & Carbonated Wa,4/28/2022
SAFT,Safety Ins Group Inc,NASDAQ,87.64,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance",4/28/2022
OGS,One Gas Inc,NYSE,87.57,Utility - Gas Distribution,SIC-4924 Natural Gas Distribution,4/28/2022
RNG,Ringcentral Inc,NYSE,87.44,Internet Software Services,SIC-7374 Services-Computer Processing & Data Preparat,4/28/2022
DASH,Doordash Inc Cl A,NYSE,87.39,Internet - Services,,4/28/2022
GDDY,Godaddy Inc,NYSE,87.33,Internet Services - Delivery,SIC-7373 Services-Computer Integrated Systems Design,4/28/2022
SONY,Sony Group Corp ADR,NYSE,87.3,Audio & Video Products,SIC-3651 Household Audio & Video Equipment,4/28/2022
HLI,Houlihan Lokey,NYSE,87.24,Finance - Misc Services,SIC-6282 Investment Advice,4/28/2022
PSX,Phillips 66,NYSE,87.21,Oil - Refining and Marketing,SIC-2911 Petroleum Refining,4/28/2022
XOM,Exxon Mobil Corp,NYSE,87.2,Oil - International Integrated,SIC-2911 Petroleum Refining,4/28/2022
DY,Dycom Industries,NYSE,87.15,Building - Heavy Construction,"SIC-1623 Water, Sewer, Pipeline, Comm & Power Line Co",4/28/2022
MOG.B,Moog Inc Cl B,NYSE,87.1,Aerospace - Defense Equipment,N/A,4/25/2022
IAC,Iac Interactivecorp,NASDAQ,87.06,Industrial Services,"SIC-7370 Services-Computer Programming, Data Processi",4/28/2022
CWST,Casella Waste Sys,NASDAQ,86.92,Pollution Controls,SIC-4953 Refuse Systems,4/28/2022
MTRN,Materion Corp,NYSE,86.79,Mining - Misc,SIC-3460 Metal Forgings & Stampings,4/28/2022
REX,Rex American Resources Corp,NYSE,86.79,Biofuels,SIC-2860 Industrial Organic Chemicals,4/28/2022
INGR,Ingredion Inc,NYSE,86.35,Food - Misc & Diversified,SIC-2040 Grain Mill Products,4/28/2022
UTMD,Utah Medical Prod,NASDAQ,86.16,Medical Products,SIC-3841 Surgical & Medical Instruments & Apparatus,4/28/2022
EQR,Equity Residential,NYSE,86.05,REIT - Equity Trust Resident,SIC-6798 Real Estate Investment Trusts,4/28/2022
FIX,Comfort Systems USA,NYSE,86.02,Building Prdcts - Air Heating,SIC-1731 Electrical Work,4/28/2022
RPM,RPM International Inc,NYSE,86.02,Paint & Related Products,"SIC-2851 Paints, Varnishes, Lacquers, Enamels & Allie",4/28/2022
WPC,W.P. Carey & Co. Llc,NYSE,85.84,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts,4/28/2022
CBRE,CBRE Group Inc,NYSE,85.61,Real Estate Operations,SIC-6500 Real Estate,4/28/2022
DOCU,Docusign Inc,NASDAQ,85.37,Technology Services,SIC-7372 Services-Prepackaged Software,4/28/2022
AMBA,Ambarella Inc,NASDAQ,85.23,Electronics - Semiconductors,SIC-3674 Semiconductors & Related Devices,4/28/2022
BOKF,Bok Financial Corp,NASDAQ,85.18,Banks - Southwest,SIC-6021 National Commercial Banks,4/28/2022
MSM,Msc Industrial Direct Company,NYSE,85.09,Industrial Services,SIC-5084 Wholesale-Industrial Machinery & Equipment,4/28/2022
PCAR,Paccar Inc,NASDAQ,85.06,Auto - Domestic,SIC-3711 Motor Vehicles & Passenger Car Bodies,4/28/2022
SXT,Sensient Technologies Corp,NYSE,84.98,Chemical - Specialty,SIC-2860 Industrial Organic Chemicals,4/28/2022
FND,Floor & Decor Holdings Inc,NYSE,84.97,Building Products - Wood,SIC-5211 Retail-Lumber & Other Building Materials Dea,4/28/2022
ADUS,Addus Homecare Corp,NASDAQ,84.88,Medical - Outpatient & Hm Care,SIC-8082 Services-Home Health Care Services,4/28/2022
SIGI,Selective Ins Group,NASDAQ,84.88,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance",4/28/2022
JACK,Jack IN The Box Inc,NASDAQ,84.81,Retail - Restaurants,SIC-5812 Retail-Eating Places,4/28/2022
FOXF,Fox Factory Cp,NASDAQ,84.75,Auto - Domestic,"SIC-3751 Motorcycles, Bicycles & Parts",4/28/2022
MOG.A,Moog Inc Cl A,NYSE,84.73,Aerospace - Defense Equipment,SIC-3590 Misc Industrial & Commercial Machinery & Equ,4/28/2022
MGRC,Mcgrath Rentcorp,NASDAQ,84.71,Finance - Leasing Companies,"SIC-7359 Services-Equipment Rental & Leasing, NEC",4/28/2022
POWI,Power Integratn,NASDAQ,84.7,Semi Power,SIC-3674 Semiconductors & Related Devices,4/28/2022
SE,Sea Ltd ADR,NYSE,84.7,Internet - Software,SIC-7380 Services-Miscellaneous Business Services,4/28/2022
SAIC,Science Applications International,NYSE,84.67,IT Services,SIC-7373 Services-Computer Integrated Systems Design,4/28/2022
CMA,Comerica Inc,NYSE,84.66,Banks - Major Regional,SIC-6021 National Commercial Banks,4/28/2022
CHK,Chesapeake Energy Corp,NASDAQ,84.46,Other Alt Energy,SIC-1311 Crude Petroleum & Natural Gas,4/28/2022
TREE,Lendingtree Inc,NASDAQ,84.43,Finance - Mortgage & Rel Svs,SIC-6163 Loan Brokers,4/28/2022
CATC,Cambridge Bancorp,NASDAQ,84.38,Banks - Northeast,SIC-6022 State Commercial Banks,4/28/2022
TXRH,Texas Roadhouse Inc,NASDAQ,84.37,Retail - Restaurants,SIC-5812 Retail-Eating Places,4/28/2022
MTH,Meritage Corp,NYSE,84.34,Building - Residential & Comm,SIC-1531 Operative Builders,4/28/2022
EVA,Enviva Partners LP,NYSE,84.13,Building Products - Wood,SIC-2400 Lumber & Wood Products (No Furniture),4/28/2022
CTSH,Cognizant Tech Sol,NASDAQ,83.97,Business Software Services,SIC-7371 Services-Computer Programming Services,4/28/2022
NNI,Nelnet Inc,NYSE,83.91,Finance - Consumer Loans,SIC-6141 Personal Credit Institutions,4/28/2022
D,Dominion Resources,NYSE,83.87,Utility - Electric Power,SIC-4911 Electric Services,4/28/2022
NCBS,Nicolet Bnkshr,NASDAQ,83.77,Banks - Northeast,SIC-6021 National Commercial Banks,4/28/2022
TFII,Tfi International Inc,NYSE,83.54,Transportation - Services,SIC-4210 Trucking & Courier Services (No Air),4/28/2022
BAH,Booz Allen Hamilton Holding Corp,NYSE,83.46,Government Services,SIC-8742 Services-Management Consulting Services,4/28/2022
XYL,Xylem Inc,NYSE,83.41,Machinery - General Industrial,SIC-3561 Pumps & Pumping Equipment,4/28/2022
MS,Morgan Stanley,NYSE,83.4,Finance - Investment Brokers,"SIC-6211 Security Brokers, Dealers & Flotation Compan",4/28/2022
W,Wayfair Inc,NYSE,83.39,Internet Commerce,SIC-5961 Retail-Catalog & Mail-Order Houses,4/28/2022
HSIC,Henry Schein Inc,NASDAQ,83.37,Medical - Dental Suppliers,"SIC-5047 Wholesale-Medical, Dental & Hospital Equipme",4/28/2022
BANF,Bancfirst Corp,NASDAQ,83.34,Banks - Southwest,SIC-6021 National Commercial Banks,4/28/2022
CRAI,Cra International,NASDAQ,83.34,Consulting,SIC-8111 Services-Legal Services,4/28/2022
LITE,Lumentum Holdings,NASDAQ,83.26,Lasers - Systems & Components,"SIC-3669 Communications Equipment, NEC",4/28/2022
SIMO,Silicon Motion Techn ADR,NASDAQ,83.25,Electronics - Semiconductors,SIC-3674 Semiconductors & Related Devices,4/28/2022
IPI,Intrepid Potash Inc,NYSE,83.06,Fertilizers,SIC-1400 Mining & Quarrying of Nonmetallic Minerals (,4/28/2022
IBP,Installed Building Products,NYSE,82.96,Building & Construction - Misc,SIC-1520 General Bldg Contractors - Residential Bldgs,4/28/2022
IPAR,Inter Parfums Inc,NASDAQ,82.96,Cosmetics & Toiletries,"SIC-2844 Perfumes, Cosmetics & Other Toilet Preparati",4/28/2022
BLL,Ball Corp,NYSE,82.93,Containers - Metal & Glass,SIC-3411 Metal Cans,4/28/2022
CRMT,America's Car-Mart,NASDAQ,82.73,Retail - Wsale Auto & Trucks,SIC-5500 Retail-Auto Dealers & Gasoline Stations,4/28/2022
BMRN,Biomarin Pharmaceuticals,NASDAQ,82.64,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations,4/28/2022
PLXS,Plexus Cp,NASDAQ,82.6,Electronic Manufacturing,SIC-3672 Printed Circuit Boards,4/28/2022
REXR,Rexford Industrial Realty Inc,NYSE,82.51,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts,4/28/2022
DAC,Danaos Corp,NYSE,82.45,Transportation - Ship,SIC-4412 Deep Sea Foreign Transportation of Freight,4/28/2022
MYRG,MYR Group Inc,NASDAQ,82.22,Electrical Construction,"SIC-1623 Water, Sewer, Pipeline, Comm & Power Line Co",4/28/2022
STX,Seagate Technology Hldgs Plc,NASDAQ,82.17,Technology Services,SIC-3572 Computer Storage Devices,4/28/2022
BMI,Badger Meter,NYSE,82.14,Industrial Controls,SIC-3824 Totalizing Fluid Meters & Counting Devices,4/28/2022
ENSG,The Ensign Group IN,NASDAQ,81.97,Medical - Nursing Homes,SIC-8051 Services-Skilled Nursing Care Facilities,4/28/2022
SFBS,Servisfirst Bancs,NYSE,81.93,Finance - Savings & Loan,SIC-6022 State Commercial Banks,4/28/2022
TTC,Toro Company,NYSE,81.87,Tools - Hand Held,SIC-3524 Lawn & Garden Tractors & Home Lawn & Gardens,4/28/2022
PLNT,Planet Fitness,NYSE,81.76,Leisure & Recreation Services,SIC-7997 Services-Membership Sports & Recreation Club,4/28/2022
AVAV,Aerovironment Inc,NASDAQ,81.72,Aerospace - Defense Equipment,SIC-3721 Aircraft,4/28/2022
MTCH,Match Group Inc,NASDAQ,81.6,Internet Commerce,"SIC-7370 Services-Computer Programming, Data Processi",4/28/2022
CNC,Centene Corp,NYSE,81.59,Medical - HMO,SIC-6324 Hospital & Medical Service Plans,4/28/2022
MANT,Mantech Intl Cp A,NASDAQ,81.47,Computer - Services,SIC-8741 Services-Management Services,4/28/2022
AWR,American States Water Company,NYSE,81.36,Utility - Water Supply,SIC-4941 Water Supply,4/28/2022
DOOO,Brp Inc,NASDAQ,81.35,Auto - Truck Original Parts,SIC-3790 Miscellaneous Transportation Equipment,4/28/2022
GIB,CGI Group,NYSE,81.26,Computer - Services,SIC-8742 Services-Management Consulting Services,4/28/2022
CL,Colgate-Palmolive Company,NYSE,81.22,Soap and Cleaning Products,"SIC-2844 Perfumes, Cosmetics & Other Toilet Preparati",4/28/2022
ESTC,Elastic N.V.,NYSE,81.07,Technology Services,SIC-7372 Services-Prepackaged Software,4/28/2022
WMK,Weis Markets,NYSE,81.07,Retail - Supermarket,SIC-5411 Retail-Grocery Stores,4/28/2022
PSMT,Pricesmart Inc,NASDAQ,81.01,Retail - Discount,SIC-5331 Retail-Variety Stores,4/28/2022
ORA,Ormat Technologies,NYSE,80.96,Other Alt Energy,SIC-4911 Electric Services,4/28/2022
WIX,Wix.com Ltd,NASDAQ,80.82,IT Services,"SIC-7370 Services-Computer Programming, Data Processi",4/28/2022
WNS,Wns Ltd ADR,NYSE,80.8,Business Services,"SIC-7389 Services-Business Services, NEC",4/28/2022
BPOP,Popular Inc,NASDAQ,80.76,Banks - Southeast,SIC-6022 State Commercial Banks,4/28/2022
RCL,Royal Caribbean Cruises Ltd,NYSE,80.69,Leisure & Recreation Services,SIC-4400 Water Transportation,4/28/2022
DOX,Amdocs Ltd Ord,NASDAQ,80.57,IT Services,SIC-7371 Services-Computer Programming Services,4/28/2022
ELS,Equity Lifestyle Properties,NYSE,80.43,REIT - Equity Trust Resident,SIC-6798 Real Estate Investment Trusts,4/28/2022
AIN,Albany International Corp,NYSE,80.35,Textile - Products,"SIC-2221 Broadwoven Fabric Mills, Man Made Fiber & Si",4/28/2022
ENV,Envestnet Inc,NYSE,79.88,Financial Transaction Services,"SIC-7389 Services-Business Services, NEC",4/28/2022
MIME,Mimecast Ltd Ord,NASDAQ,79.72,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
DOOR,Masonite Worldwide Holdings,NYSE,79.57,Building Products - Wood,"SIC-2430 Millwood, Veneer, Plywood, & Structural Wood",4/28/2022
PNFP,Pinnacle Finl Ptnrs,NASDAQ,79.5,Banks - Southeast,SIC-6021 National Commercial Banks,4/28/2022
LIVN,Livanova Plc OR Sh,NASDAQ,79.38,Medical Instruments,SIC-3845 Electromedical & Electrotherapeutic Apparatu,4/28/2022
ITGR,Integer Holdings Corp,NYSE,79.15,Medical Instruments,"SIC-3690 Miscellaneous Electrical Machinery, Equipmen",4/28/2022
AMRK,A-Mark Precious Meta,NASDAQ,79.13,Precious Metals & Jewelry,"SIC-5094 Wholesale-Jewelry, Watches, Precious Stones",4/28/2022
UFPI,Universal Forest Prd,NASDAQ,79.1,Building Products - Wood,"SIC-2421 Sawmills & Planting Mills, General",4/28/2022
PNRG,Primeenergy Cp,NASDAQ,79,Oil - US Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas,4/28/2022
JBSS,John B Sanfilippo,NASDAQ,78.88,Food - Misc & Diversified,SIC-2060 Sugar & Confectionery Products,4/28/2022
AVLR,Avalara Inc,NYSE,78.81,Internet - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
WAL,Western Alliance Bancorp,NYSE,78.69,Banks - West,SIC-6022 State Commercial Banks,4/28/2022
OMC,Omnicom Group Inc,NYSE,78.67,Advertising Marketing Services,SIC-7311 Services-Advertising Agencies,4/28/2022
INDB,Independent Bk Corp,NASDAQ,78.64,Banks - Northeast,SIC-6022 State Commercial Banks,4/28/2022
LEN,Lennar Corp,NYSE,78.59,Building - Residential & Comm,SIC-1520 General Bldg Contractors - Residential Bldgs,4/28/2022
SSTK,Shutterstock Inc,NYSE,78.55,Internet - Content,SIC-7374 Services-Computer Processing & Data Preparat,4/28/2022
MGEE,Mge Energy Inc,NASDAQ,78.53,Utility - Electric Power,"SIC-4900 Electric, Gas & Sanitary Services",4/28/2022
CHCO,City Holding Company,NASDAQ,78.3,Banks - Southeast,SIC-6021 National Commercial Banks,4/28/2022
DLB,Dolby Laboratories,NYSE,78.16,Audio & Video Products,SIC-6794 Patent Owners & Lessors,4/28/2022
UPST,Upstart Holdings Inc,NASDAQ,78.1,IT Services,SIC-6199 Finance Services,4/28/2022
FCFS,Firstcash Holdings Inc,NASDAQ,77.94,Financial Transaction Services,SIC-5900 Retail-Miscellaneous Retail,4/28/2022
GE,General Electric Company,NYSE,77.73,Conglomerates - Div Operations,SIC-3600 Electronic & Other Electrical Equipment (No,4/28/2022
AEIS,Advanced Energy,NASDAQ,77.56,Semi-Eqpt Wafer Fabrication,"SIC-3679 Electronic Components, NEC",4/28/2022
TRNO,Terreno Realty Corp,NYSE,77.56,REIT - Equity Trust Other,SIC-6500 Real Estate,4/28/2022
SSB,Southstate Corp,NASDAQ,77.5,Banks - Southeast,SIC-6022 State Commercial Banks,4/28/2022
CPA,Copa Holdings S.A.,NYSE,77.3,Transportation - Airline,"SIC-4512 Air Transportation, Scheduled",4/28/2022
BMY,Bristol-Myers Squibb Company,NYSE,77.2,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations,4/28/2022
NVCR,Novocure Ltd Ord Sh,NASDAQ,77.18,Medical Services,SIC-3841 Surgical & Medical Instruments & Apparatus,4/28/2022
JOUT,Johnson Outdoors,NASDAQ,77.15,Leisure & Recreational Prdcts,,4/28/2022
DAR,Darling International Inc,NYSE,77.04,Food - Misc & Diversified,SIC-2070 Fats & Oils,4/28/2022
CRUS,Cirrus Logic Inc,NASDAQ,77.01,Electronics - Semiconductors,SIC-3674 Semiconductors & Related Devices,4/28/2022
OSIS,O S I Systems Inc,NASDAQ,76.88,Electronics - Misc Components,SIC-3674 Semiconductors & Related Devices,4/28/2022
USNA,Usana Health Sciences Inc,NYSE,76.87,Medical - Drugs,SIC-2833 Medicinal Chemicals & Botanical Products,4/28/2022
GRP.U,Granite Real Estate Invt TR,NYSE,76.85,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts,4/28/2022
BCC,Boise Cascade L.L.C.,NYSE,76.73,Building Products - Wood,SIC-5030 Wholesale-Lumber & Other Construction Materi,4/28/2022
THO,Thor Industries,NYSE,76.72,Building - Mobile Homes & RV,SIC-3716 Motor Homes,4/28/2022
ATVI,Activision Blizzard,NASDAQ,76.7,Toys & Game & Hobby,SIC-7372 Services-Prepackaged Software,4/28/2022
BOH,Bank of Hawaii Corp,NYSE,76.66,Banks - West,SIC-6022 State Commercial Banks,4/28/2022
SBUX,Starbucks Corp,NASDAQ,76.58,Retail - Restaurants,SIC-5810 Retail-Eating & Drinking Places,4/28/2022
NGG,National Grid Transco Plc ADR,NYSE,76.53,Utility - Electric Power,SIC-4922 Natural Gas Transmission,4/28/2022
ARCB,Arcbest Corp,NASDAQ,76.43,Transportation - Truck,SIC-4213 Trucking (No Local),4/28/2022
POST,Post Holdings Inc,NYSE,76.38,Food - Misc & Diversified,SIC-2040 Grain Mill Products,4/28/2022
BC,Brunswick Corp,NYSE,76.36,Leisure & Recreational Prdcts,SIC-3510 Engines & Turbines,4/28/2022
TRGP,Targa Resources,NYSE,76.26,Oil Refining & Marketing MLP,SIC-4922 Natural Gas Transmission,4/28/2022
ORCL,Oracle Corp,NYSE,76.14,Computer - Software,SIC-7372 Services-Prepackaged Software,4/28/2022
OTIS,Otis Worldwide Corp,NYSE,76.07,Building & Construction - Misc,SIC-3600 Electronic & Other Electrical Equipment (No,4/28/2022
FBHS,Fortune Brands Home & Security,NYSE,76.04,Retail - Home Furniture,"SIC-2430 Millwood, Veneer, Plywood, & Structural Wood",4/28/2022
NARI,Inari Medical Inc,NASDAQ,75.99,Medical Instruments,SIC-3841 Surgical & Medical Instruments & Apparatus,4/28/2022
TTEC,Teletech Hlds,NASDAQ,75.92,Technology Services,SIC-7363 Services-Help Supply Services,4/28/2022
DIOD,Diodes Inc,NASDAQ,75.71,Electronics - Semiconductors,SIC-3674 Semiconductors & Related Devices,4/28/2022
SO,Southern Company,NYSE,75.58,Utility - Electric Power,SIC-4911 Electric Services,4/28/2022
CP,Canadian Pacific Railway,NYSE,75.57,Transportation - Rail,"SIC-4011 Railroads, Line-Haul Operating",4/28/2022
BKH,Black Hills Corp,NYSE,75.53,Utility - Electric Power,SIC-4911 Electric Services,4/28/2022
WLL,Whiting Petroleum Corp,NYSE,75.51,Oil - US Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas,4/28/2022
FMX,Fomento Economico Mexicano S.A.B. DE C.V. ADR,NYSE,75.4,Beverages - Soft,SIC-2086 Bottled & Canned Soft Drinks & Carbonated Wa,4/28/2022
INCY,Incyte Corp,NASDAQ,75.4,Medical - Biomedical,SIC-8731 Services-Commercial Physical & Biological Re,4/28/2022
MSGE,Madison Square Garden Entertainment Corp,NYSE,75.33,Leisure & Recreation Services,SIC-7900 Services-Amusement & Recreation Services,4/28/2022
PCRX,Pacira Pharm Inc,NASDAQ,75.32,Medical - Drugs,SIC-2834 Pharmaceutical Preparations,4/28/2022
TW,Tradeweb Markets Inc,NASDAQ,75.25,Finance - Investment Brokers,"SIC-6200 Security & Commodity Brokers, Dealers, Excha",4/28/2022
LPI,Laredo Petroleum Holdings Inc,NYSE,75.11,Oil - US Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas,4/28/2022
AZTA,Azenta Inc,NASDAQ,75.03,Medical Information Systems,"SIC-3559 Special Industry Machinery, NEC",4/28/2022
MMS,Maximus Inc,NYSE,75.02,Government Services,"SIC-7389 Services-Business Services, NEC",4/28/2022
NTAP,Netapp Inc,NASDAQ,75,Computer - Storage Devices,SIC-3572 Computer Storage Devices,4/28/2022
XEL,XCEL Energy Inc,NASDAQ,74.88,Utility - Electric Power,SIC-4931 Electric & Other Services Combined,4/28/2022
PVH,Phillips-Van Heusen Corp,NYSE,74.81,Textile - Apparel,"SIC-2320 Mens & Boys Furnishings, Work Clothg, & Alli",4/28/2022
SIG,Signet Jewelers Ltd,NYSE,74.68,Retail - Jewelry,SIC-5944 Retail-Jewelry Stores,4/28/2022
SR,Spire Inc,NYSE,74.67,Utility - Gas Distribution,SIC-4924 Natural Gas Distribution,4/28/2022
ALV,Autoliv Inc,NYSE,74.52,Auto - Truck Original Parts,SIC-3714 Motor Vehicle Parts & Accessories,4/28/2022
PNW,Pinnacle West Capital Corp,NYSE,74.51,Utility - Electric Power,SIC-4911 Electric Services,4/28/2022
SQM,Sociedad Quimica Y Minera S.A. ADR,NYSE,74.41,Fertilizers,SIC-1400 Mining & Quarrying of Nonmetallic Minerals (,4/28/2022
ESTA,Establishment Labs Holdings Inc,NASDAQ,74.37,Medical Services,"SIC-3842 Orthopedic, Prosthetic & Surgical Appliances",4/28/2022
EWBC,East West Bancorp,NASDAQ,74.34,Banks - West,SIC-6022 State Commercial Banks,4/28/2022
