Symbol,Name,Exchange,Last,Industry,"SIC Description",Time
ASH,"Ashland Global Holdings Inc",NYSE,103.99,"Chemical - Specialty","SIC-5160 Wholesale-Chemicals & Allied Products","12:30 ET"
LDOS,"Leidos Holdings Inc",NYSE,103.87,"Aerospace - Defense","SIC-7373 Services-Computer Integrated Systems Design","12:32 ET"
MDT,"Medtronic Inc",NYSE,103.64,"Medical Products","SIC-3845 Electromedical & Electrotherapeutic Apparatu","12:32 ET"
SQ,"Block Inc",NYSE,103.52,"Technology Services","SIC-7372 Services-Prepackaged Software","12:32 ET"
AGM,"Federal Agricultural Mortgage Corp",NYSE,103.31,"Finance - Mortgage & Rel Svs","SIC-6111 Federal & Federally-Sponsored Credit Agencie","12:27 ET"
CLH,"Clean Harbors",NYSE,103.2,"Waste Removal Svcs","SIC-4955 Hazardous Waste Management","12:29 ET"
MODV,"Modivcare Inc",NASDAQ,103.07,"Medical Services","SIC-4700 Transportation Services","12:19 ET"
VC,"Visteon Corp",NASDAQ,102.91,"Auto - Truck Original Parts","SIC-3714 Motor Vehicle Parts & Accessories","12:32 ET"
USPH,"U.S. Physical Therapy",NYSE,102.91,"Medical - Outpatient & Hm Care","SIC-8000 Services-Health Services","12:32 ET"
SCL,"Stepan Company",NYSE,102.7,"Chemical - Diversified","SIC-2840 Soap, Detergents, Cleaning Preparations, Per","12:27 ET"
EMN,"Eastman Chemical Company",NYSE,102.59,"Chemical - Diversified","SIC-2821 Plastic Materials, Synth Resins & Nonvulcan","12:32 ET"
DAVA,"Endava Plc ADR",NYSE,102.48,"IT Services","SIC-7371 Services-Computer Programming Services","12:16 ET"
QDEL,"Quidel Cp",NASDAQ,102.46,"Medical Products","SIC-2835 In Vitro & In Vivo Diagnostic Substances","12:32 ET"
IDA,"Idacorp Inc",NYSE,102.36,"Utility - Electric Power","SIC-4911 Electric Services","12:32 ET"
WMS,"Advanced Drainage Systems Inc",NYSE,102.08,"Building & Construction - Misc","SIC-3086 Plastics Foam Products","12:30 ET"
SAP,"SAP Ag ADR",NYSE,101.95,"Computer - Software","SIC-7372 Services-Prepackaged Software","12:32 ET"
HES,"Hess Corp",NYSE,101.65,"Oil - US Integrated","SIC-2911 Petroleum Refining","12:32 ET"
ROKU,"Roku Inc",NASDAQ,101.52,"Broadcast - Radio & TV","SIC-4841 Cable & Other Pay Television Services","12:33 ET"
GATX,"GATX Corp",NYSE,101.52,"Transportation - Equip & Lease","SIC-4700 Transportation Services","12:31 ET"
AIT,"Applied Industrial Technologies",NYSE,101.39,"Machinery - General Industrial","SIC-5080 Wholesale-Machinery, Equipment & Supplies","12:28 ET"
PRFT,"Perficient Inc",NASDAQ,100.72,"Computer - Services","SIC-7371 Services-Computer Programming Services","12:32 ET"
ROST,"Ross Stores Inc",NASDAQ,100.48,"Retail - Discount","SIC-5651 Retail-Family Clothing Stores","12:32 ET"
CTXS,"Citrix Systems Inc",NASDAQ,100.12,"Computer - Software","SIC-7372 Services-Prepackaged Software","12:33 ET"
RY,"Royal Bank of Canada",NYSE,100.12,"Banks - Foreign","SIC-6029 Commercial Banks, NEC","12:32 ET"
LCII,"Lci Industries",NYSE,100.03,"Auto - Truck Original Parts","SIC-3714 Motor Vehicle Parts & Accessories","12:23 ET"
WEC,"Wisconsin Energy Corp",NYSE,100.02,"Utility - Electric Power","SIC-4931 Electric & Other Services Combined","12:33 ET"
SNX,"Synnex Corp",NYSE,99.77,"Business Software Services","SIC-5045 Wholesale-Computers & Peripheral Equipment &","12:31 ET"
BABA,"Alibaba Group Holding ADR",NYSE,99.69,"Internet Commerce","SIC-7389 Services-Business Services, NEC","12:33 ET"
TRI,"Thomson Reuters Corp",NYSE,99.65,"Technology Services","SIC-2741 Miscellaneous Publishing","12:32 ET"
NTR,"Nutrien Ltd",NYSE,99.64,Fertilizers,"SIC-2870 Agricultural Chemicals","12:33 ET"
EXPD,"Expeditors Intl",NASDAQ,99.56,"Transportation - Services","SIC-4731 Arrangement of Transportation of Freight & C","12:33 ET"
NVMI,"Nova Ltd",NASDAQ,99.28,"Electronics - Semiconductors","SIC-3827 Optical Instruments & Lenses","12:27 ET"
HHC,"Howard Hughes Corp",NYSE,99.01,"Real Estate Developers","SIC-6798 Real Estate Investment Trusts","12:32 ET"
DORM,"Dorman Products Inc",NASDAQ,98.99,"Auto - Truck Replacement Parts","SIC-3714 Motor Vehicle Parts & Accessories","12:19 ET"
ICFI,"Icf International",NASDAQ,98.85,"Government Services","SIC-8742 Services-Management Consulting Services","12:28 ET"
MKC.V,"Mccormick & Co. Inc",NYSE,98.76,"Food - Misc & Diversified",N/A,2022-05-02
RHI,"Robert Half International Inc",NYSE,98.76,Staffing,"SIC-7363 Services-Help Supply Services","12:32 ET"
FWRD,"Foward Air Corp",NASDAQ,98.68,"Transportation - Truck","SIC-4731 Arrangement of Transportation of Freight & C","12:31 ET"
NSIT,"Insight Enterpr",NASDAQ,98.58,"Retail - Mail Order","SIC-5961 Retail-Catalog & Mail-Order Houses","12:32 ET"
MKC,"Mccormick & Company",NYSE,98.29,"Food - Misc & Diversified","SIC-2090 Miscellaneous Food Preparations & Kindred Pr","12:32 ET"
GL,"Globe Life Inc",NYSE,98.25,"Finance - Misc Services","SIC-6311 Life Insurance","12:32 ET"
PM,"Philip Morris International Inc",NYSE,98.24,Tobacco,"SIC-2111 Cigarettes","12:32 ET"
WK,"Workiva Llc",NYSE,98.14,"Internet - Software","SIC-7372 Services-Prepackaged Software","12:32 ET"
AEP,"American Electric Power Company",NASDAQ,98.04,"Utility - Electric Power","SIC-4911 Electric Services","12:33 ET"
RJF,"Raymond James Financial",NYSE,98.04,"Finance - Investment Brokers","SIC-6211 Security Brokers, Dealers & Flotation Compan","12:32 ET"
CF,"Cf Industries Holdings",NYSE,97.8,Fertilizers,"SIC-2870 Agricultural Chemicals","12:32 ET"
FN,Fabrinet,NYSE,97.51,"Electronics - Misc Components","SIC-3661 Telephone & Telegraph Apparatus","12:27 ET"
RPD,"Rapid7 Inc",NASDAQ,97.35,"Internet - Software","SIC-7372 Services-Prepackaged Software","12:32 ET"
DKS,"Dick's Sporting Goods Inc",NYSE,97.32,"Retail - Misc & Diversified","SIC-5940 Retail-Miscellaneous Shopping Goods Stores","12:30 ET"
TNDM,"Tandem Diabetes Care",NASDAQ,97.27,"Medical Instruments","SIC-3841 Surgical & Medical Instruments & Apparatus","12:33 ET"
PII,"Polaris Industries Inc",NYSE,96.91,"Auto - Domestic","SIC-3790 Miscellaneous Transportation Equipment","12:32 ET"
FIS,"Fidelity National Information Services",NYSE,96.62,"Financial Transaction Services","SIC-7389 Services-Business Services, NEC","12:33 ET"
CR,"Crane Company",NYSE,96.62,"Conglomerates - Div Operations","SIC-3490 Miscellaneous Fabricated Metal Products","12:32 ET"
IPGP,"Ipg Photonics Corp",NASDAQ,96.6,"Lasers - Systems & Components","SIC-3674 Semiconductors & Related Devices","12:33 ET"
CHD,"Church & Dwight Company",NYSE,96.55,"Soap and Cleaning Products","SIC-2840 Soap, Detergents, Cleaning Preparations, Per","12:32 ET"
LOPE,"Grand Canyon Educati",NASDAQ,96.54,Schools,"SIC-8200 Services-Educational Services","12:32 ET"
LGIH,"LGI Homes Inc",NASDAQ,96.27,"Real Estate Developers","SIC-1531 Operative Builders","12:31 ET"
CVS,"CVS Corp",NYSE,96.22,"Retail - Drug Stores","SIC-5912 Retail-Drug Stores and Proprietary Stores","12:33 ET"
KALU,"Kaiser Aluminum",NASDAQ,95.65,"Metal Production & Fabrication","SIC-3350 Rolling Drawing & Extruding of Nonferrous Me","12:29 ET"
ATKR,"Atkore Inc",NYSE,95.57,"Wire & Cable Products","SIC-3690 Miscellaneous Electrical Machinery, Equipmen","12:32 ET"
ETSY,"Etsy Inc",NASDAQ,95.53,"Internet - Services","SIC-7389 Services-Business Services, NEC","12:33 ET"
SXI,"Standex International Corp",NYSE,95.52,"Machinery - General Industrial","SIC-3580 Refrigeration & Service Industry Machinery","12:07 ET"
IOSP,"Innospec Inc",NASDAQ,95.35,"Chemical - Diversified","SIC-2800 Chemicals & Allied Products","12:25 ET"
HZNP,"Horizon Therapeutics",NASDAQ,95.34,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations","12:32 ET"
FISV,"Fiserv Inc",NASDAQ,95.16,"Financial Transaction Services","SIC-7389 Services-Business Services, NEC","12:32 ET"
IMKTA,"Ingles Markets Inc",NASDAQ,95.05,"Retail - Supermarket","SIC-5411 Retail-Grocery Stores","12:30 ET"
EXPO,"Exponent Inc",NASDAQ,94.93,Consulting,"SIC-8742 Services-Management Consulting Services","12:31 ET"
COP,Conocophillips,NYSE,94.69,"Oil - US Integrated","SIC-2911 Petroleum Refining","12:32 ET"
WOLF,"Wolfspeed Inc",NYSE,94.32,"Semi Discretes","SIC-3674 Semiconductors & Related Devices","12:32 ET"
RTX,"Raytheon Technologies Corp",NYSE,94.24,"Aerospace - Defense Equipment","SIC-3724 Aircraft Engines & Engine Parts","12:32 ET"
LGND,"Ligand Pharm",NASDAQ,94.24,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations","12:32 ET"
NTES,"Netease Inc ADR",NASDAQ,93.9,"Internet Software Services","SIC-7372 Services-Prepackaged Software","12:33 ET"
OSK,"Oshkosh Truck Corp",NYSE,93.78,"Auto - Truck Original Parts","SIC-3711 Motor Vehicles & Passenger Car Bodies","12:32 ET"
FORTY,"Formula Sys [1985] ADR",NASDAQ,93.75,"Computer - Services","SIC-7371 Services-Computer Programming Services","11:25 ET"
BOOT,"Boot Barn Holdings Inc",NYSE,93.74,"Retail - Apparel & Shoes","SIC-5661 Retail-Shoe Stores","12:32 ET"
CERN,"Cerner Corp",NASDAQ,93.69,"Medical Information Systems","SIC-7373 Services-Computer Integrated Systems Design","12:32 ET"
H,"Hyatt Hotels Corp",NYSE,93.37,"Hotels & Motels","SIC-7011 Hotels & Motels","12:32 ET"
ASND,"Ascendis Pharma ADR",NASDAQ,93.08,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations","12:24 ET"
GPOR,"Gulfport Energy Corp",NYSE,93.06,"Oil - US Exploration & Product","SIC-1311 Crude Petroleum & Natural Gas","12:25 ET"
TSM,"Taiwan Semiconductor ADR",NYSE,93.01,"Semi Fab Foundries","SIC-3674 Semiconductors & Related Devices","12:33 ET"
RHP,"Ryman Hospitality Properties REIT",NYSE,92.76,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts","12:28 ET"
NPO,"Enpro Industries",NYSE,92.61,"Machinery - General Industrial","SIC-3050 Gaskets, Package & Sealing Devices & Rubber","12:30 ET"
WING,"Wingstop Inc",NASDAQ,92.41,"Retail - Restaurants","SIC-5812 Retail-Eating Places","12:33 ET"
BBY,"Best Buy Company",NYSE,92.37,"Retail - Consumer Electronics","SIC-5731 Retail-Radio, Tv & Consumer Electronics Stor","12:32 ET"
FRPT,"Freshpet Inc CS",NASDAQ,92.28,"Food - Misc & Diversified","SIC-2040 Grain Mill Products","12:32 ET"
TSN,"Tyson Foods",NYSE,92.21,"Food - Meat Products","SIC-2015 Poultry Slaughtering and Processing","12:32 ET"
AEE,"Ameren Corp",NYSE,92.09,"Utility - Electric Power","SIC-4931 Electric & Other Services Combined","12:31 ET"
PZZA,"Papa John's Intl",NASDAQ,91.98,"Retail - Restaurants","SIC-5812 Retail-Eating Places","12:33 ET"
ED,"Consolidated Edison Company of New York",NYSE,91.96,"Utility - Electric Power","SIC-4931 Electric & Other Services Combined","12:32 ET"
WAB,"Wabtec Corp",NYSE,91.77,"Transportation - Equip & Lease","SIC-3743 Railroad Equipment","12:32 ET"
BHVN,"Biohaven Pharmaceutical Holding Ltd",NYSE,91.76,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations","12:32 ET"
OC,"Owens Corning Inc",NYSE,91.56,"Building & Construction - Misc","SIC-3290 Abrasive, Asbestos & Misc Non-metallic Miner","12:32 ET"
MGPI,"MGP Ingredients Inc",NASDAQ,90.81,"Food - Misc & Diversified","SIC-5180 Wholesale-Beer, Wine & Distilled Alcoholic B","12:12 ET"
UMBF,"Ump Financial Corp",NASDAQ,90.78,"Banks - Midwest","SIC-6021 National Commercial Banks","12:30 ET"
PYPL,"Paypal Holdings",NASDAQ,90.74,"Internet - Software","SIC-7389 Services-Business Services, NEC","12:33 ET"
AMN,"Amn Healthcare Services Inc",NYSE,90.64,"Medical Services","SIC-7363 Services-Help Supply Services","12:31 ET"
MAN,"Manpower Inc",NYSE,90.55,Staffing,"SIC-7363 Services-Help Supply Services","12:32 ET"
NBIX,"Neurocrine Bioscienc",NASDAQ,90.47,"Medical - Drugs","SIC-2836 Biological Products, (No Disgnostic Substanc","12:32 ET"
WELL,"Welltower Inc",NYSE,90.29,"REIT - Equity Trust Other","SIC-6798 Real Estate Investment Trusts","12:33 ET"
DUOL,"Duolingo Inc Cl A",NASDAQ,90.29,"Technology Services","SIC-7372 Services-Prepackaged Software","12:28 ET"
MCB,"Metropolitan Bank Holding Corp",NYSE,90.26,"Banks - Northeast","SIC-6022 State Commercial Banks","12:31 ET"
IX,"Orix Corp ADR",NYSE,90.12,"Finance - Misc Services","SIC-6159 Miscellaneous Business Credit Institution",2022-05-02
OXM,"Oxford Industries",NYSE,90.07,"Textile - Apparel","SIC-2320 Mens & Boys Furnishings, Work Clothg, & Alli","12:32 ET"
CTLT,"Catalent Inc",NYSE,89.95,"Medical - Drugs","SIC-2834 Pharmaceutical Preparations","12:33 ET"
EMR,"Emerson Electric Company",NYSE,89.85,"Machinery - Electrical","SIC-3600 Electronic & Other Electrical Equipment (No","12:32 ET"
KMX,"Carmax Inc",NYSE,89.6,"Retail - Wholesale Auto Parts","SIC-5500 Retail-Auto Dealers & Gasoline Stations","12:32 ET"
WFG,"West Fraser Timber L",NYSE,89.44,"Agriculture Products","SIC-2421 Sawmills & Planting Mills, General","12:32 ET"
NET,"Cloudflare Inc Cl A",NYSE,89.3,"Internet - Software","SIC-7372 Services-Prepackaged Software","12:32 ET"
ADM,"Archer Daniels Midland",NYSE,89.28,"Agriculture Operations","SIC-2070 Fats & Oils","12:32 ET"
ZD,"Ziff Davis Inc",NASDAQ,89.19,"Internet - Software","SIC-4822 Telegraph & Other Message Communications","12:32 ET"
HAS,"Hasbro Inc",NASDAQ,88.66,"Toys & Game & Hobby","SIC-3944 Games, Toys & Childrens Vehicles (No Dolls)","12:32 ET"
MATX,"Matson Inc",NYSE,88.57,"Transportation - Services","SIC-4400 Water Transportation","12:31 ET"
CSR,Centerspace,NYSE,88.49,"REIT - Equity Trust Resident","SIC-6798 Real Estate Investment Trusts","12:33 ET"
AMD,"Adv Micro Devices",NASDAQ,88.27,"Electronics - Semiconductors","SIC-3674 Semiconductors & Related Devices","12:33 ET"
PSX,"Phillips 66",NYSE,88.14,"Oil - Refining and Marketing","SIC-2911 Petroleum Refining","12:33 ET"
TNET,"Trinet Group Inc",NYSE,88.11,Outsourcing,"SIC-7389 Services-Business Services, NEC","12:30 ET"
COUP,"Coupa Software Inc",NASDAQ,88.08,"Internet - Software","SIC-7372 Services-Prepackaged Software","12:33 ET"
WTFC,"Wintrust Financial Corp",NASDAQ,87.93,"Banks - Midwest","SIC-6022 State Commercial Banks","12:32 ET"
AWI,"Armstrong World Industries Inc",NYSE,87.8,"Building & Construction - Misc","SIC-3089 Plastics Products, NEC","12:33 ET"
WH,"Wyndham Hotels & Resorts Inc",NYSE,87.8,"Hotels & Motels","SIC-7011 Hotels & Motels","12:32 ET"
SE,"Sea Ltd ADR",NYSE,87.79,"Internet - Software","SIC-7380 Services-Miscellaneous Business Services","12:32 ET"
MPC,"Marathon Petroleum Corp",NYSE,87.76,"Oil - Refining and Marketing","SIC-2911 Petroleum Refining","12:33 ET"
MRK,"Merck & Company",NYSE,87.54,"Large Cap Pharma","SIC-2834 Pharmaceutical Preparations","12:33 ET"
NVS,"Novartis Ag ADR",NYSE,87.35,"Large Cap Pharma","SIC-2834 Pharmaceutical Preparations","12:32 ET"
GWRE,"Guidewire Software Inc",NYSE,87.24,"Business Software Services","SIC-7372 Services-Prepackaged Software","12:33 ET"
TRU,Transunion,NYSE,87.21,"Business Information","SIC-7320 Services-Consumer Credit Reporting, Collecti","12:32 ET"
RNG,"Ringcentral Inc",NYSE,87.18,"Internet Software Services","SIC-7374 Services-Computer Processing & Data Preparat","12:31 ET"
MSEX,"Middlesex Water Company",NASDAQ,87.15,"Utility - Water Supply","SIC-4941 Water Supply","12:24 ET"
RYAAY,"Ryanair Hlds Plc ADR",NASDAQ,86.84,"Transportation - Airline","SIC-4512 Air Transportation, Scheduled","12:31 ET"
SAFT,"Safety Ins Group Inc",NASDAQ,86.49,"Insurance - Proprty & Casualty","SIC-6331 Fire, Marine & Casualty Insurance","12:20 ET"
SWX,"Southwest Gas Corp",NYSE,86.27,"Utility - Gas Distribution","SIC-4923 Natural Gas Transmission & Distribution","12:30 ET"
ES,"Eversource Energy",NYSE,86.27,"Utility - Electric Power","SIC-4911 Electric Services","12:32 ET"
INGR,"Ingredion Inc",NYSE,85.96,"Food - Misc & Diversified","SIC-2040 Grain Mill Products","12:33 ET"
DOCU,"Docusign Inc",NASDAQ,85.79,"Technology Services","SIC-7372 Services-Prepackaged Software","12:33 ET"
XOM,"Exxon Mobil Corp",NYSE,85.77,"Oil - International Integrated","SIC-2911 Petroleum Refining","12:33 ET"
SXT,"Sensient Technologies Corp",NYSE,85.66,"Chemical - Specialty","SIC-2860 Industrial Organic Chemicals","12:24 ET"
MTRN,"Materion Corp",NYSE,85.61,"Mining - Misc","SIC-3460 Metal Forgings & Stampings","12:22 ET"
EVA,"Enviva Partners LP",NYSE,85.45,"Building Products - Wood","SIC-2400 Lumber & Wood Products (No Furniture)","12:28 ET"
SONY,"Sony Group Corp ADR",NYSE,85.36,"Audio & Video Products","SIC-3651 Household Audio & Video Equipment","12:32 ET"
SYY,"Sysco Corp",NYSE,85.28,"Food - Misc & Diversified","SIC-5140 Wholesale-Groceries & Related Products","12:33 ET"
FIX,"Comfort Systems USA",NYSE,85.11,"Building Prdcts - Air Heating","SIC-1731 Electrical Work","12:32 ET"
HLI,"Houlihan Lokey",NYSE,84.84,"Finance - Misc Services","SIC-6282 Investment Advice","12:32 ET"
FOXF,"Fox Factory Cp",NASDAQ,84.78,"Auto - Domestic","SIC-3751 Motorcycles, Bicycles & Parts","12:31 ET"
BOKF,"Bok Financial Corp",NASDAQ,84.75,"Banks - Southwest","SIC-6021 National Commercial Banks","12:31 ET"
REX,"Rex American Resources Corp",NYSE,84.73,Biofuels,"SIC-2860 Industrial Organic Chemicals","12:19 ET"
CRI,"Carter's Inc",NYSE,84.67,"Shoes and Related Apparel","SIC-2300 Apparel & Other Finished Prods of Fabrics &","12:32 ET"
MNST,"Monster Beverage Cp",NASDAQ,84.65,"Beverages - Soft","SIC-2086 Bottled & Canned Soft Drinks & Carbonated Wa","12:33 ET"
W,"Wayfair Inc",NYSE,84.57,"Internet Commerce","SIC-5961 Retail-Catalog & Mail-Order Houses","12:33 ET"
UTMD,"Utah Medical Prod",NASDAQ,84.49,"Medical Products","SIC-3841 Surgical & Medical Instruments & Apparatus","11:42 ET"
IAC,"Iac Interactivecorp",NASDAQ,84.14,"Industrial Services","SIC-7370 Services-Computer Programming, Data Processi","12:33 ET"
ADUS,"Addus Homecare Corp",NASDAQ,84.03,"Medical - Outpatient & Hm Care","SIC-8082 Services-Home Health Care Services","12:31 ET"
RPM,"RPM International Inc",NYSE,83.98,"Paint & Related Products","SIC-2851 Paints, Varnishes, Lacquers, Enamels & Allie","12:31 ET"
AVAV,"Aerovironment Inc",NASDAQ,83.95,"Aerospace - Defense Equipment","SIC-3721 Aircraft","12:32 ET"
PCAR,"Paccar Inc",NASDAQ,83.93,"Auto - Domestic","SIC-3711 Motor Vehicles & Passenger Car Bodies","12:31 ET"
DY,"Dycom Industries",NYSE,83.85,"Building - Heavy Construction","SIC-1623 Water, Sewer, Pipeline, Comm & Power Line Co","12:27 ET"
AMBA,"Ambarella Inc",NASDAQ,83.81,"Electronics - Semiconductors","SIC-3674 Semiconductors & Related Devices","12:33 ET"
SPB,"Spectrum Brands Holdings Inc",NYSE,83.65,"Consumer Prdts - Misc Discr","SIC-3690 Miscellaneous Electrical Machinery, Equipmen","12:31 ET"
SAIC,"Science Applications International",NYSE,83.6,"IT Services","SIC-7373 Services-Computer Integrated Systems Design","12:30 ET"
CRMT,"America's Car-Mart",NASDAQ,83.53,"Retail - Wsale Auto & Trucks","SIC-5500 Retail-Auto Dealers & Gasoline Stations","12:11 ET"
BAH,"Booz Allen Hamilton Holding Corp",NYSE,83.27,"Government Services","SIC-8742 Services-Management Consulting Services","12:32 ET"
JACK,"Jack IN The Box Inc",NASDAQ,83.25,"Retail - Restaurants","SIC-5812 Retail-Eating Places","12:33 ET"
MTH,"Meritage Corp",NYSE,83.15,"Building - Residential & Comm","SIC-1531 Operative Builders","12:31 ET"
BMRN,"Biomarin Pharmaceuticals",NASDAQ,83.13,"Medical - Biomedical","SIC-2834 Pharmaceutical Preparations","12:32 ET"
LITE,"Lumentum Holdings",NASDAQ,83.11,"Lasers - Systems & Components","SIC-3669 Communications Equipment, NEC","12:32 ET"
TXRH,"Texas Roadhouse Inc",NASDAQ,82.82,"Retail - Restaurants","SIC-5812 Retail-Eating Places","12:32 ET"
MOG.B,"Moog Inc Cl B",NYSE,82.7,"Aerospace - Defense Equipment",N/A,2022-04-29
FND,"Floor & Decor Holdings Inc",NYSE,82.64,"Building Products - Wood","SIC-5211 Retail-Lumber & Other Building Materials Dea","12:31 ET"
MGRC,"Mcgrath Rentcorp",NASDAQ,82.62,"Finance - Leasing Companies","SIC-7359 Services-Equipment Rental & Leasing, NEC","12:32 ET"
CATC,"Cambridge Bancorp",NASDAQ,82.59,"Banks - Northeast","SIC-6022 State Commercial Banks","12:25 ET"
CRAI,"Cra International",NASDAQ,82.57,Consulting,"SIC-8111 Services-Legal Services","12:18 ET"
SIGI,"Selective Ins Group",NASDAQ,82.55,"Insurance - Proprty & Casualty","SIC-6331 Fire, Marine & Casualty Insurance","12:32 ET"
POWI,"Power Integratn",NASDAQ,82.4,"Semi Power","SIC-3674 Semiconductors & Related Devices","12:31 ET"
BANF,"Bancfirst Corp",NASDAQ,82.39,"Banks - Southwest","SIC-6021 National Commercial Banks","12:21 ET"
DASH,"Doordash Inc Cl A",NYSE,82.38,"Internet - Services",,"12:33 ET"
OGS,"One Gas Inc",NYSE,82.29,"Utility - Gas Distribution","SIC-4924 Natural Gas Distribution","12:30 ET"
COLM,"Columbia Sprtswr",NASDAQ,82.26,"Textile - Apparel","SIC-2300 Apparel & Other Finished Prods of Fabrics &","12:32 ET"
NXRT,"Nexpoint Residential Trust Inc",NYSE,82.23,"REIT - Equity Trust Resident","SIC-6798 Real Estate Investment Trusts","12:32 ET"
CMA,"Comerica Inc",NYSE,82.16,"Banks - Major Regional","SIC-6021 National Commercial Banks","12:31 ET"
CHK,"Chesapeake Energy Corp",NASDAQ,82.14,"Other Alt Energy","SIC-1311 Crude Petroleum & Natural Gas","12:32 ET"
CBRE,"CBRE Group Inc",NYSE,82.11,"Real Estate Operations","SIC-6500 Real Estate","12:32 ET"
STLD,"Steel Dynamics Inc",NASDAQ,82.04,"Steel - Producers","SIC-3312 Steel Works, Blast Furnaces & Rolling Mills","12:33 ET"
DOOO,"Brp Inc",NASDAQ,81.88,"Auto - Truck Original Parts","SIC-3790 Miscellaneous Transportation Equipment","12:32 ET"
NNI,"Nelnet Inc",NYSE,81.87,"Finance - Consumer Loans","SIC-6141 Personal Credit Institutions","12:19 ET"
PLXS,"Plexus Cp",NASDAQ,81.84,"Electronic Manufacturing","SIC-3672 Printed Circuit Boards","12:32 ET"
IPAR,"Inter Parfums Inc",NASDAQ,81.78,"Cosmetics & Toiletries","SIC-2844 Perfumes, Cosmetics & Other Toilet Preparati","12:27 ET"
NCBS,"Nicolet Bnkshr",NASDAQ,81.73,"Banks - Northeast","SIC-6021 National Commercial Banks","12:31 ET"
MSM,"Msc Industrial Direct Company",NYSE,81.67,"Industrial Services","SIC-5084 Wholesale-Industrial Machinery & Equipment","12:33 ET"
STX,"Seagate Technology Hldgs Plc",NASDAQ,81.58,"Technology Services","SIC-3572 Computer Storage Devices","12:32 ET"
XYL,"Xylem Inc",NYSE,81.55,"Machinery - General Industrial","SIC-3561 Pumps & Pumping Equipment","12:32 ET"
MANT,"Mantech Intl Cp A",NASDAQ,81.5,"Computer - Services","SIC-8741 Services-Management Services","12:31 ET"
MS,"Morgan Stanley",NYSE,81.38,"Finance - Investment Brokers","SIC-6211 Security Brokers, Dealers & Flotation Compan","12:33 ET"
CTSH,"Cognizant Tech Sol",NASDAQ,81.22,"Business Software Services","SIC-7371 Services-Computer Programming Services","12:33 ET"
UPST,"Upstart Holdings Inc",NASDAQ,81.21,"IT Services","SIC-6199 Finance Services","12:33 ET"
TREE,"Lendingtree Inc",NASDAQ,81.15,"Finance - Mortgage & Rel Svs","SIC-6163 Loan Brokers","12:30 ET"
D,"Dominion Resources",NYSE,81.15,"Utility - Electric Power","SIC-4911 Electric Services","12:32 ET"
PSMT,"Pricesmart Inc",NASDAQ,81.14,"Retail - Discount","SIC-5331 Retail-Variety Stores","12:30 ET"
GDDY,"Godaddy Inc",NYSE,81.13,"Internet Services - Delivery","SIC-7373 Services-Computer Integrated Systems Design","12:32 ET"
IBP,"Installed Building Products",NYSE,80.81,"Building & Construction - Misc","SIC-1520 General Bldg Contractors - Residential Bldgs","12:31 ET"
WMK,"Weis Markets",NYSE,80.73,"Retail - Supermarket","SIC-5411 Retail-Grocery Stores","12:28 ET"
DAC,"Danaos Corp",NYSE,80.68,"Transportation - Ship","SIC-4412 Deep Sea Foreign Transportation of Freight","12:32 ET"
SFBS,"Servisfirst Bancs",NYSE,80.65,"Finance - Savings & Loan","SIC-6022 State Commercial Banks","12:30 ET"
HSIC,"Henry Schein Inc",NASDAQ,80.64,"Medical - Dental Suppliers","SIC-5047 Wholesale-Medical, Dental & Hospital Equipme","12:32 ET"
TTC,"Toro Company",NYSE,80.55,"Tools - Hand Held","SIC-3524 Lawn & Garden Tractors & Home Lawn & Gardens","12:32 ET"
NARI,"Inari Medical Inc",NASDAQ,80.43,"Medical Instruments","SIC-3841 Surgical & Medical Instruments & Apparatus","12:33 ET"
BLL,"Ball Corp",NYSE,80.38,"Containers - Metal & Glass","SIC-3411 Metal Cans","12:32 ET"
PLNT,"Planet Fitness",NYSE,80.17,"Leisure & Recreation Services","SIC-7997 Services-Membership Sports & Recreation Club","12:32 ET"
MTCH,"Match Group Inc",NASDAQ,80.13,"Internet Commerce","SIC-7370 Services-Computer Programming, Data Processi","12:32 ET"
BMI,"Badger Meter",NYSE,80.04,"Industrial Controls","SIC-3824 Totalizing Fluid Meters & Counting Devices","12:32 ET"
CWST,"Casella Waste Sys",NASDAQ,80.03,"Pollution Controls","SIC-4953 Refuse Systems","12:33 ET"
TFII,"Tfi International Inc",NYSE,79.99,"Transportation - Services","SIC-4210 Trucking & Courier Services (No Air)","12:32 ET"
ENSG,"The Ensign Group IN",NASDAQ,79.73,"Medical - Nursing Homes","SIC-8051 Services-Skilled Nursing Care Facilities","12:32 ET"
MIME,"Mimecast Ltd Ord",NASDAQ,79.68,"Internet - Software","SIC-7372 Services-Prepackaged Software","12:33 ET"
GIB,"CGI Group",NYSE,79.66,"Computer - Services","SIC-8742 Services-Management Consulting Services","12:32 ET"
CNC,"Centene Corp",NYSE,79.64,"Medical - HMO","SIC-6324 Hospital & Medical Service Plans","12:33 ET"
NVCR,"Novocure Ltd Ord Sh",NASDAQ,79.59,"Medical Services","SIC-3841 Surgical & Medical Instruments & Apparatus","12:33 ET"
